trip_id,1382,1585,1586,1587,1639,1640B,2913,7831,7832
113644390238753600,19:46:00,19:49:12,19:51:10,19:52:00,,,,19:56:00,
113644391238753600,20:01:00,20:04:12,20:06:10,20:07:00,,,,20:11:00,
113644392238753600,15:51:00,15:54:12,15:56:10,15:57:00,,,,16:01:00,
113644393238753600,13:41:00,13:44:12,13:46:10,13:47:00,,,,13:51:00,
113644394238753600,16:31:00,16:34:12,16:36:10,16:37:00,,,,16:41:00,
113644395238753600,18:41:00,18:44:12,18:46:10,18:47:00,,,,18:51:00,
113644396238753600,14:06:00,14:09:12,14:11:10,14:12:00,,,,14:16:00,
113644397238753600,18:26:00,18:29:12,18:31:10,18:32:00,,,,18:36:00,
113644398238753600,18:56:00,18:59:12,19:01:10,19:02:00,,,,19:06:00,
113644399238753600,13:46:00,13:49:12,13:51:10,13:52:00,,,,13:56:00,
113644400238753600,16:16:00,16:19:12,16:21:10,16:22:00,,,,16:26:00,
113644401238753600,19:41:00,19:44:12,19:46:10,19:47:00,,,,19:51:00,
113644402238753600,19:36:00,19:39:12,19:41:10,19:42:00,,,,19:46:00,
113644403238753600,15:26:00,15:29:12,15:31:10,15:32:00,,,,15:36:00,
113644404238753600,15:16:00,15:19:12,15:21:10,15:22:00,,,,15:26:00,
113644405238753600,14:16:00,14:19:12,14:21:10,14:22:00,,,,14:26:00,
113644406238753600,18:16:00,18:19:12,18:21:10,18:22:00,,,,18:26:00,
113644407238753600,18:36:00,18:39:12,18:41:10,18:42:00,,,,18:46:00,
113644408238753600,14:21:00,14:24:12,14:26:10,14:27:00,,,,14:31:00,
113644409238753600,13:51:00,13:54:12,13:56:10,13:57:00,,,,14:01:00,
113644410238753600,17:56:00,17:59:12,18:01:10,18:02:00,,,,18:06:00,
113644411238753600,15:11:00,15:14:12,15:16:10,15:17:00,,,,15:21:00,
113644412238753600,19:11:00,19:14:12,19:16:10,19:17:00,,,,19:21:00,
113644413238753600,15:46:00,15:49:12,15:51:10,15:52:00,,,,15:56:00,
113644414238753600,19:26:00,19:29:12,19:31:10,19:32:00,,,,19:36:00,
113644415238753600,14:51:00,14:54:12,14:56:10,14:57:00,,,,15:01:00,
113644416238753600,14:36:00,14:39:12,14:41:10,14:42:00,,,,14:46:00,
113644417238753600,14:31:00,14:34:12,14:36:10,14:37:00,,,,14:41:00,
113644418238753600,16:51:00,16:54:12,16:56:10,16:57:00,,,,17:01:00,
113644419238753600,10:06:00,,,,10:01:02,10:02:44,10:00:00,,09:56:00
113644420238753600,10:11:00,,,,10:06:02,10:07:44,10:05:00,,10:01:00
113644421238753600,10:16:00,,,,10:11:02,10:12:44,10:10:00,,10:06:00
113644422238753600,10:21:00,,,,10:16:02,10:17:44,10:15:00,,10:11:00
113644423238753600,10:26:00,,,,10:21:02,10:22:44,10:20:00,,10:16:00
113644424238753600,10:31:00,,,,10:26:02,10:27:44,10:25:00,,10:21:00
113644425238753600,10:36:00,,,,10:31:02,10:32:44,10:30:00,,10:26:00
113644426238753600,10:41:00,,,,10:36:02,10:37:44,10:35:00,,10:31:00
113644427238753600,10:46:00,,,,10:41:02,10:42:44,10:40:00,,10:36:00
113644428238753600,10:51:00,,,,10:46:02,10:47:44,10:45:00,,10:41:00
113644429238753600,10:56:00,,,,10:51:02,10:52:44,10:50:00,,10:46:00
113644430238753600,11:01:00,,,,10:56:02,10:57:44,10:55:00,,10:51:00
113644431238753600,11:06:00,,,,11:01:02,11:02:44,11:00:00,,10:56:00
113644432238753600,11:11:00,,,,11:06:02,11:07:44,11:05:00,,11:01:00
113644433238753600,11:16:00,,,,11:11:02,11:12:44,11:10:00,,11:06:00
113644434238753600,11:21:00,,,,11:16:02,11:17:44,11:15:00,,11:11:00
113644435238753600,11:26:00,,,,11:21:02,11:22:44,11:20:00,,11:16:00
113644436238753600,11:31:00,,,,11:26:02,11:27:44,11:25:00,,11:21:00
113644437238753600,11:36:00,,,,11:31:02,11:32:44,11:30:00,,11:26:00
113644438238753600,11:41:00,,,,11:36:02,11:37:44,11:35:00,,11:31:00
113644439238753600,11:46:00,,,,11:41:02,11:42:44,11:40:00,,11:36:00
113644440238753600,11:51:00,,,,11:46:02,11:47:44,11:45:00,,11:41:00
113644441238753600,11:56:00,,,,11:51:02,11:52:44,11:50:00,,11:46:00
113644442238753600,12:01:00,,,,11:56:02,11:57:44,11:55:00,,11:51:00
113644443238753600,12:06:00,,,,12:01:02,12:02:44,12:00:00,,11:56:00
113644444238753600,12:11:00,,,,12:06:02,12:07:44,12:05:00,,12:01:00
113644445238753600,12:16:00,,,,12:11:02,12:12:44,12:10:00,,12:06:00
113644446238753600,12:21:00,,,,12:16:02,12:17:44,12:15:00,,12:11:00
113644447238753600,12:26:00,,,,12:21:02,12:22:44,12:20:00,,12:16:00
113644448238753600,12:31:00,,,,12:26:02,12:27:44,12:25:00,,12:21:00
113644449238753600,12:36:00,,,,12:31:02,12:32:44,12:30:00,,12:26:00
113644450238753600,12:41:00,,,,12:36:02,12:37:44,12:35:00,,12:31:00
113644451238753600,12:46:00,,,,12:41:02,12:42:44,12:40:00,,12:36:00
113644452238753600,12:51:00,,,,12:46:02,12:47:44,12:45:00,,12:41:00
113644453238753600,12:56:00,,,,12:51:02,12:52:44,12:50:00,,12:46:00
113644454238753600,13:01:00,,,,12:56:02,12:57:44,12:55:00,,12:51:00
113644455238753600,13:06:00,,,,13:01:02,13:02:44,13:00:00,,12:56:00
113644456238753600,13:11:00,,,,13:06:02,13:07:44,13:05:00,,13:01:00
113644457238753600,13:16:00,,,,13:11:02,13:12:44,13:10:00,,13:06:00
113644458238753600,13:21:00,,,,13:16:02,13:17:44,13:15:00,,13:11:00
113644459238753600,13:26:00,,,,13:21:02,13:22:44,13:20:00,,13:16:00
113644460238753600,13:31:00,,,,13:26:02,13:27:44,13:25:00,,13:21:00
113644461238753600,13:36:00,,,,13:31:02,13:32:44,13:30:00,,13:26:00
113644462238753600,13:41:00,,,,13:36:02,13:37:44,13:35:00,,13:31:00
113644463238753600,13:46:00,,,,13:41:02,13:42:44,13:40:00,,13:36:00
113644464238753600,13:51:00,,,,13:46:02,13:47:44,13:45:00,,13:41:00
113644465238753600,13:56:00,,,,13:51:02,13:52:44,13:50:00,,13:46:00
113644466238753600,14:01:00,,,,13:56:02,13:57:44,13:55:00,,13:51:00
113644467238753600,14:06:00,,,,14:01:02,14:02:44,14:00:00,,13:56:00
113644468238753600,14:11:00,,,,14:06:02,14:07:44,14:05:00,,14:01:00
113644469238753600,14:16:00,,,,14:11:02,14:12:44,14:10:00,,14:06:00
113644470238753600,14:21:00,,,,14:16:02,14:17:44,14:15:00,,14:11:00
113644471238753600,14:26:00,,,,14:21:02,14:22:44,14:20:00,,14:16:00
113644472238753600,14:31:00,,,,14:26:02,14:27:44,14:25:00,,14:21:00
113644473238753600,14:36:00,,,,14:31:02,14:32:44,14:30:00,,14:26:00
113644474238753600,14:41:00,,,,14:36:02,14:37:44,14:35:00,,14:31:00
113644475238753600,14:46:00,,,,14:41:02,14:42:44,14:40:00,,14:36:00
113644476238753600,14:51:00,,,,14:46:02,14:47:44,14:45:00,,14:41:00
113644477238753600,14:56:00,,,,14:51:02,14:52:44,14:50:00,,14:46:00
113644478238753600,15:01:00,,,,14:56:02,14:57:44,14:55:00,,14:51:00
113644479238753600,15:06:00,,,,15:01:02,15:02:44,15:00:00,,14:56:00
113644480238753600,15:11:00,,,,15:06:02,15:07:44,15:05:00,,15:01:00
113644481238753600,15:16:00,,,,15:11:02,15:12:44,15:10:00,,15:06:00
113644482238753600,15:21:00,,,,15:16:02,15:17:44,15:15:00,,15:11:00
113644483238753600,15:26:00,,,,15:21:02,15:22:44,15:20:00,,15:16:00
113644484238753600,15:31:00,,,,15:26:02,15:27:44,15:25:00,,15:21:00
113644485238753600,15:36:00,,,,15:31:02,15:32:44,15:30:00,,15:26:00
113644486238753600,15:41:00,,,,15:36:02,15:37:44,15:35:00,,15:31:00
113644487238753600,15:46:00,,,,15:41:02,15:42:44,15:40:00,,15:36:00
113644488238753600,15:51:00,,,,15:46:02,15:47:44,15:45:00,,15:41:00
113644489238753600,15:56:00,,,,15:51:02,15:52:44,15:50:00,,15:46:00
113644490238753600,16:01:00,,,,15:56:02,15:57:44,15:55:00,,15:51:00
113644491238753600,16:06:00,,,,16:01:02,16:02:44,16:00:00,,15:56:00
113644492238753600,16:11:00,,,,16:06:02,16:07:44,16:05:00,,16:01:00
113644493238753600,16:16:00,,,,16:11:02,16:12:44,16:10:00,,16:06:00
113644494238753600,16:21:00,,,,16:16:02,16:17:44,16:15:00,,16:11:00
113644495238753600,16:26:00,,,,16:21:02,16:22:44,16:20:00,,16:16:00
113644496238753600,16:31:00,,,,16:26:02,16:27:44,16:25:00,,16:21:00
113644497238753600,16:36:00,,,,16:31:02,16:32:44,16:30:00,,16:26:00
113644498238753600,16:41:00,,,,16:36:02,16:37:44,16:35:00,,16:31:00
113644499238753600,16:46:00,,,,16:41:02,16:42:44,16:40:00,,16:36:00
113644500238753600,16:51:00,,,,16:46:02,16:47:44,16:45:00,,16:41:00
113644501238753600,16:56:00,,,,16:51:02,16:52:44,16:50:00,,16:46:00
113644502238753600,17:01:00,,,,16:56:02,16:57:44,16:55:00,,16:51:00
113644503238753600,17:06:00,,,,17:01:02,17:02:44,17:00:00,,16:56:00
113644504238753600,17:11:00,,,,17:06:02,17:07:44,17:05:00,,17:01:00
113644505238753600,17:16:00,,,,17:11:02,17:12:44,17:10:00,,17:06:00
113644506238753600,17:21:00,,,,17:16:02,17:17:44,17:15:00,,17:11:00
113644507238753600,17:26:00,,,,17:21:02,17:22:44,17:20:00,,17:16:00
113644508238753600,17:31:00,,,,17:26:02,17:27:44,17:25:00,,17:21:00
113644509238753600,17:36:00,,,,17:31:02,17:32:44,17:30:00,,17:26:00
113644510238753600,17:41:00,,,,17:36:02,17:37:44,17:35:00,,17:31:00
113644511238753600,17:46:00,,,,17:41:02,17:42:44,17:40:00,,17:36:00
113644512238753600,17:51:00,,,,17:46:02,17:47:44,17:45:00,,17:41:00
113644513238753600,17:56:00,,,,17:51:02,17:52:44,17:50:00,,17:46:00
113644514238753600,18:01:00,,,,17:56:02,17:57:44,17:55:00,,17:51:00
113644515238753600,18:06:00,,,,18:01:02,18:02:44,18:00:00,,17:56:00
113644516238753600,18:11:00,,,,18:06:02,18:07:44,18:05:00,,18:01:00
113644517238753600,18:16:00,,,,18:11:02,18:12:44,18:10:00,,18:06:00
113644518238753600,18:21:00,,,,18:16:02,18:17:44,18:15:00,,18:11:00
113644519238753600,18:26:00,,,,18:21:02,18:22:44,18:20:00,,18:16:00
113644520238753600,18:31:00,,,,18:26:02,18:27:44,18:25:00,,18:21:00
113644521238753600,18:36:00,,,,18:31:02,18:32:44,18:30:00,,18:26:00
113644522238753600,18:41:00,,,,18:36:02,18:37:44,18:35:00,,18:31:00
113644523238753600,18:46:00,,,,18:41:02,18:42:44,18:40:00,,18:36:00
113644524238753600,18:51:00,,,,18:46:02,18:47:44,18:45:00,,18:41:00
113644525238753600,18:56:00,,,,18:51:02,18:52:44,18:50:00,,18:46:00
113644526238753600,19:01:00,,,,18:56:02,18:57:44,18:55:00,,18:51:00
113644527238753600,19:06:00,,,,19:01:02,19:02:44,19:00:00,,18:56:00
113644528238753600,19:11:00,,,,19:06:02,19:07:44,19:05:00,,19:01:00
113644529238753600,19:16:00,,,,19:11:02,19:12:44,19:10:00,,19:06:00
113644530238753600,19:21:00,,,,19:16:02,19:17:44,19:15:00,,19:11:00
113644531238753600,19:26:00,,,,19:21:02,19:22:44,19:20:00,,19:16:00
113644532238753600,19:31:00,,,,19:26:02,19:27:44,19:25:00,,19:21:00
113644533238753600,19:36:00,,,,19:31:02,19:32:44,19:30:00,,19:26:00
113644534238753600,19:41:00,,,,19:36:02,19:37:44,19:35:00,,19:31:00
113644535238753600,19:46:00,,,,19:41:02,19:42:44,19:40:00,,19:36:00
113644536238753600,19:51:00,,,,19:46:02,19:47:44,19:45:00,,19:41:00
113644537238753600,19:56:00,,,,19:51:02,19:52:44,19:50:00,,19:46:00
113644538238753600,20:01:00,,,,19:56:02,19:57:44,19:55:00,,19:51:00
113644539238753600,10:06:00,10:09:12,10:11:10,10:12:00,,,,10:16:00,
113644540238753600,10:11:00,10:14:12,10:16:10,10:17:00,,,,10:21:00,
113644541238753600,10:16:00,10:19:12,10:21:10,10:22:00,,,,10:26:00,
113644542238753600,10:21:00,10:24:12,10:26:10,10:27:00,,,,10:31:00,
113644543238753600,10:26:00,10:29:12,10:31:10,10:32:00,,,,10:36:00,
113644544238753600,10:31:00,10:34:12,10:36:10,10:37:00,,,,10:41:00,
113644545238753600,10:36:00,10:39:12,10:41:10,10:42:00,,,,10:46:00,
113644546238753600,10:41:00,10:44:12,10:46:10,10:47:00,,,,10:51:00,
113644547238753600,10:46:00,10:49:12,10:51:10,10:52:00,,,,10:56:00,
113644548238753600,10:51:00,10:54:12,10:56:10,10:57:00,,,,11:01:00,
113644549238753600,10:56:00,10:59:12,11:01:10,11:02:00,,,,11:06:00,
113644550238753600,11:01:00,11:04:12,11:06:10,11:07:00,,,,11:11:00,
113644551238753600,11:06:00,11:09:12,11:11:10,11:12:00,,,,11:16:00,
113644552238753600,11:11:00,11:14:12,11:16:10,11:17:00,,,,11:21:00,
113644553238753600,11:16:00,11:19:12,11:21:10,11:22:00,,,,11:26:00,
113644554238753600,11:21:00,11:24:12,11:26:10,11:27:00,,,,11:31:00,
113644555238753600,11:26:00,11:29:12,11:31:10,11:32:00,,,,11:36:00,
113644556238753600,11:31:00,11:34:12,11:36:10,11:37:00,,,,11:41:00,
113644557238753600,11:36:00,11:39:12,11:41:10,11:42:00,,,,11:46:00,
113644558238753600,11:41:00,11:44:12,11:46:10,11:47:00,,,,11:51:00,
113644559238753600,11:46:00,11:49:12,11:51:10,11:52:00,,,,11:56:00,
113644560238753600,11:51:00,11:54:12,11:56:10,11:57:00,,,,12:01:00,
113644561238753600,11:56:00,11:59:12,12:01:10,12:02:00,,,,12:06:00,
113644562238753600,12:01:00,12:04:12,12:06:10,12:07:00,,,,12:11:00,
113644563238753600,12:06:00,12:09:12,12:11:10,12:12:00,,,,12:16:00,
113644564238753600,12:11:00,12:14:12,12:16:10,12:17:00,,,,12:21:00,
113644565238753600,12:16:00,12:19:12,12:21:10,12:22:00,,,,12:26:00,
113644566238753600,12:21:00,12:24:12,12:26:10,12:27:00,,,,12:31:00,
113644567238753600,12:26:00,12:29:12,12:31:10,12:32:00,,,,12:36:00,
113644568238753600,12:31:00,12:34:12,12:36:10,12:37:00,,,,12:41:00,
113644569238753600,12:36:00,12:39:12,12:41:10,12:42:00,,,,12:46:00,
113644570238753600,12:41:00,12:44:12,12:46:10,12:47:00,,,,12:51:00,
113644571238753600,12:46:00,12:49:12,12:51:10,12:52:00,,,,12:56:00,
113644572238753600,12:51:00,12:54:12,12:56:10,12:57:00,,,,13:01:00,
113644573238753600,12:56:00,12:59:12,13:01:10,13:02:00,,,,13:06:00,
113644574238753600,13:01:00,13:04:12,13:06:10,13:07:00,,,,13:11:00,
