trip_id,1018,1204,1260,1478,1479,1480,1482,1483,1484,1486B,1487,1489,1490,1492,1493,1495,1498,1541B,2319,2375,2382,2383,2648,5296B,5297B,6856B
113352955237580031,,07:01:59,,,,,,,,06:58:00,06:59:05,07:03:10,07:06:09,07:08:56,07:11:04,,,07:12:00,,07:04:00,07:14:00,,07:01:29,07:08:00,,
113352956237580031,,08:49:39,,,,,,,,08:45:00,08:46:16,08:51:02,08:54:41,08:58:10,09:00:50,,,09:02:00,,08:52:00,09:04:00,,08:49:04,08:57:00,,
113352957237580031,06:53:00,,06:49:15,06:38:32,06:39:58,06:42:09,06:47:51,06:50:26,06:51:49,06:54:00,,,,,,06:44:39,06:40:46,,06:47:00,,,06:37:00,,,06:43:00,06:45:32
113352958237580031,09:35:00,,09:30:37,09:17:47,09:19:28,09:22:00,09:29:00,09:32:01,09:33:37,09:36:00,,,,,,09:25:04,09:20:24,,09:28:00,,,09:16:00,,,09:23:00,09:26:10
113352959237580031,,09:41:39,,,,,,,,09:37:00,09:38:16,09:43:02,09:46:41,09:49:56,09:52:04,,,09:53:00,,09:44:00,09:55:00,,09:41:04,09:49:00,,
113352964237580031,,,,23:45:17,23:46:28,23:48:17,,,,,,,,,,,23:47:08,,,,,23:44:00,,,23:49:00,
113352965237580031,,,,,,,,,,,,,,06:47:56,06:50:04,,,06:51:00,,,06:53:00,,,06:47:00,,
113352972237580031,10:01:00,,09:56:37,09:43:47,09:45:28,09:48:00,09:55:00,09:58:01,09:59:37,10:02:00,,,,,,09:51:04,09:46:24,,09:54:00,,,09:42:00,,,09:49:00,09:52:10
113352979237580031,,10:07:39,,,,,,,,10:03:00,10:04:16,10:09:02,10:12:41,10:15:56,10:18:04,,,10:19:00,,10:10:00,10:21:00,,10:07:04,10:15:00,,
113352980237580031,06:47:00,,,,,,,06:44:00,06:45:37,06:48:00,,,,,,,,,,,,,,,,
113352981237580031,,07:16:39,,,,,,,,07:12:00,07:13:16,07:18:02,07:21:09,07:23:56,07:26:04,,,07:27:00,,07:19:00,07:29:00,,07:16:04,07:23:00,,
113352982237580031,08:06:00,,08:01:37,07:49:47,07:51:28,07:54:00,08:00:00,08:03:01,08:04:37,08:07:00,,,,,,07:56:39,07:52:24,,07:59:00,,,07:48:00,,,07:55:00,07:57:32
113352983237580031,,08:13:19,,,,,,,,08:08:00,08:09:27,08:14:53,08:18:41,08:22:10,08:24:50,,,08:26:00,,08:16:00,08:28:00,,08:12:39,08:21:00,,
113352985237580031,19:08:00,,19:03:00,18:51:32,18:52:58,18:55:09,19:01:08,19:04:35,19:06:26,19:09:00,,,,,,18:57:39,18:53:46,,19:00:00,,,18:50:00,,,18:56:00,18:58:32
113352986237580031,,18:51:39,,,,,,,,18:47:00,18:48:16,18:53:02,18:56:09,18:58:56,19:01:04,,,19:02:00,,18:54:00,19:04:00,,18:51:04,18:58:00,,
113352988237580031,,13:28:39,,,,,,,,13:24:00,13:25:16,13:30:02,13:33:41,13:36:56,13:39:04,,,13:40:00,,13:31:00,13:42:00,,13:28:04,13:36:00,,
113352989237580031,,,,19:53:32,19:54:58,19:57:09,,,,,,,,,,,19:55:46,,,,,19:52:00,,,19:58:00,
113352990237580031,07:33:00,,,,,,,07:30:00,07:31:37,07:34:00,,,,,,,,,,,,,,,,
113352992237580031,15:12:00,,,,,,,15:09:00,15:10:37,15:13:00,,,,,,,,,,,,,,,,
113352993237580031,,,,10:51:47,10:53:28,10:56:00,,,,,,,,,,,10:54:24,,,,,10:50:00,,,10:57:00,
113352994237580031,,,,,,,,,,23:44:00,23:45:15,,,,,,,,,,,,23:48:00,,,
113352995237580031,,,,,,,,,,21:26:00,21:27:15,,,,,,,,,,,,21:30:00,,,
113352996237580031,,,,,,,,,,19:32:00,19:33:15,,,,,,,,,,,,19:36:00,,,
113353042237580031,19:23:00,,19:18:00,19:06:32,19:07:58,19:10:09,19:16:08,19:19:35,19:21:26,19:24:00,,,,,,19:12:39,19:08:46,,19:15:00,,,19:05:00,,,19:11:00,19:13:32
113353060237580031,,19:17:39,,,,,,,,19:13:00,19:14:16,19:19:02,19:22:09,19:24:56,19:27:04,,,19:28:00,,19:20:00,19:30:00,,19:17:04,19:24:00,,
113353576237580031,,12:25:39,,,,,,,,12:21:00,12:22:16,12:27:02,12:30:41,12:33:56,12:36:04,,,12:37:00,,12:28:00,12:39:00,,12:25:04,12:33:00,,
113353578237580031,12:28:00,,12:23:37,12:10:47,12:12:28,12:15:00,12:22:00,12:25:01,12:26:37,12:29:00,,,,,,12:18:04,12:13:24,,12:21:00,,,12:09:00,,,12:16:00,12:19:10
113354077237583601,,10:28:59,,,,,,,,10:25:00,10:26:05,10:30:10,10:33:09,10:35:56,10:38:04,,,10:39:00,,10:31:00,10:41:00,,10:28:29,10:35:00,,
113354078237583601,,12:28:59,,,,,,,,12:25:00,12:26:05,12:30:10,12:33:09,12:35:56,12:38:04,,,12:39:00,,12:31:00,12:41:00,,12:28:29,12:35:00,,
113354079237583601,12:17:00,,12:12:37,12:02:17,12:03:28,12:05:17,12:11:00,12:14:01,12:15:37,12:18:00,,,,,,12:07:39,12:04:08,,12:10:00,,,12:01:00,,,12:06:00,12:08:32
113354080237583601,11:37:00,,11:32:37,11:22:17,11:23:28,11:25:17,11:31:00,11:34:01,11:35:37,11:38:00,,,,,,11:27:39,11:24:08,,11:30:00,,,11:21:00,,,11:26:00,11:28:32
113354081237583601,10:39:00,,10:34:37,10:24:17,10:25:28,10:27:17,10:33:00,10:36:01,10:37:37,10:40:00,,,,,,10:29:39,10:26:08,,10:32:00,,,10:23:00,,,10:28:00,10:30:32
113354082237583601,12:57:00,,12:52:37,12:42:17,12:43:28,12:45:17,12:51:00,12:54:01,12:55:37,12:58:00,,,,,,12:47:39,12:44:08,,12:50:00,,,12:41:00,,,12:46:00,12:48:32
113354083237583601,,19:28:59,,,,,,,,19:25:00,19:26:05,19:30:10,19:33:09,19:35:56,19:38:04,,,19:39:00,,19:31:00,19:41:00,,19:28:29,19:35:00,,
113354084237583601,,09:45:59,,,,,,,,09:42:00,09:43:05,09:47:10,09:49:37,09:51:56,09:54:04,,,09:55:00,,09:48:00,09:57:00,,09:45:29,09:51:00,,
113354085237583601,,11:48:59,,,,,,,,11:45:00,11:46:05,11:50:10,11:53:09,11:55:56,11:58:04,,,11:59:00,,11:51:00,12:01:00,,11:48:29,11:55:00,,
113354086237583601,13:16:00,,13:11:37,13:01:17,13:02:28,13:04:17,13:10:00,13:13:01,13:14:37,13:17:00,,,,,,13:06:39,13:03:08,,13:09:00,,,13:00:00,,,13:05:00,13:07:32
113354087237583601,,12:48:59,,,,,,,,12:45:00,12:46:05,12:50:10,12:53:09,12:55:56,12:58:04,,,12:59:00,,12:51:00,13:01:00,,12:48:29,12:55:00,,
113354088237583601,11:57:00,,11:52:37,11:42:17,11:43:28,11:45:17,11:51:00,11:54:01,11:55:37,11:58:00,,,,,,11:47:39,11:44:08,,11:50:00,,,11:41:00,,,11:46:00,11:48:32
113354089237583601,,11:08:59,,,,,,,,11:05:00,11:06:05,11:10:10,11:13:09,11:15:56,11:18:04,,,11:19:00,,11:11:00,11:21:00,,11:08:29,11:15:00,,
113354090237583601,,11:28:59,,,,,,,,11:25:00,11:26:05,11:30:10,11:33:09,11:35:56,11:38:04,,,11:39:00,,11:31:00,11:41:00,,11:28:29,11:35:00,,
113354091237583601,,13:08:59,,,,,,,,13:05:00,13:06:05,13:10:10,13:13:09,13:15:56,13:18:04,,,13:19:00,,13:11:00,13:21:00,,13:08:29,13:15:00,,
113354092237583601,12:37:00,,12:32:37,12:22:17,12:23:28,12:25:17,12:31:00,12:34:01,12:35:37,12:38:00,,,,,,12:27:39,12:24:08,,12:30:00,,,12:21:00,,,12:26:00,12:28:32
113354093237583601,,12:08:59,,,,,,,,12:05:00,12:06:05,12:10:10,12:13:09,12:15:56,12:18:04,,,12:19:00,,12:11:00,12:21:00,,12:08:29,12:15:00,,
113354094237583601,11:17:00,,11:12:37,11:02:17,11:03:28,11:05:17,11:11:00,11:14:01,11:15:37,11:18:00,,,,,,11:07:39,11:04:08,,11:10:00,,,11:01:00,,,11:06:00,11:08:32
113354095237583601,,10:48:59,,,,,,,,10:45:00,10:46:05,10:50:10,10:53:09,10:55:56,10:58:04,,,10:59:00,,10:51:00,11:01:00,,10:48:29,10:55:00,,
113354096237583601,10:57:00,,10:52:37,10:42:17,10:43:28,10:45:17,10:51:00,10:54:01,10:55:37,10:58:00,,,,,,10:47:39,10:44:08,,10:50:00,,,10:41:00,,,10:46:00,10:48:32
113354097237583601,,10:07:59,,,,,,,,10:04:00,10:05:05,10:09:10,10:12:09,10:14:56,10:17:04,,,10:18:00,,10:10:00,10:20:00,,10:07:29,10:14:00,,
113354098237583601,10:19:00,,10:14:37,10:04:17,10:05:28,10:07:17,10:13:00,10:16:01,10:17:37,10:20:00,,,,,,10:09:39,10:06:08,,10:12:00,,,10:03:00,,,10:08:00,10:10:32
113354099237583601,,08:44:19,,,,,,,,08:41:00,08:41:55,08:45:18,08:47:37,08:49:56,08:52:04,,,08:53:00,,08:46:00,08:55:00,,08:43:54,08:49:00,,
113354100237583601,,09:05:59,,,,,,,,09:02:00,09:03:05,09:07:10,09:09:37,09:11:56,09:14:04,,,09:15:00,,09:08:00,09:17:00,,09:05:29,09:11:00,,
113354101237583601,,06:49:19,,,,,,,,06:46:00,06:46:55,06:50:18,06:52:37,06:54:56,06:57:04,,,06:58:00,,06:51:00,07:00:00,,06:48:54,06:54:00,,
113354102237583601,06:10:00,,,,,,,06:07:00,06:08:37,06:11:00,,,,,,,,,,,,,,,,
113354103237583601,,08:19:19,,,,,,,,08:16:00,08:16:55,08:20:18,08:22:37,08:24:56,08:27:04,,,08:28:00,,08:21:00,08:30:00,,08:18:54,08:24:00,,
113354104237583601,09:58:00,,09:54:15,09:44:17,09:45:28,09:47:17,09:52:51,09:55:26,09:56:49,09:59:00,,,,,,09:49:39,09:46:08,,09:52:00,,,09:43:00,,,09:48:00,09:50:32
113354105237583601,,06:19:19,,,,,,,,06:16:00,06:16:55,06:20:18,06:22:37,06:24:56,06:27:04,,,06:28:00,,06:21:00,06:30:00,,06:18:54,06:24:00,,
113354106237583601,06:28:00,,06:24:15,06:15:17,06:16:28,06:18:17,06:22:51,06:25:26,06:26:49,06:29:00,,,,,,06:20:14,06:17:08,,06:22:00,,,06:14:00,,,06:19:00,06:20:54
113354107237583601,09:16:00,,09:12:15,09:02:17,09:03:28,09:05:17,09:10:51,09:13:26,09:14:49,09:17:00,,,,,,09:07:39,09:04:08,,09:10:00,,,09:01:00,,,09:06:00,09:08:32
113354108237583601,08:53:00,,08:49:15,08:40:17,08:41:28,08:43:17,08:47:51,08:50:26,08:51:49,08:54:00,,,,,,08:45:14,08:42:08,,08:47:00,,,08:39:00,,,08:44:00,08:45:54
113354109237583601,,09:25:59,,,,,,,,09:22:00,09:23:05,09:27:10,09:29:37,09:31:56,09:34:04,,,09:35:00,,09:28:00,09:37:00,,09:25:29,09:31:00,,
113354110237583601,08:28:00,,08:24:15,08:15:17,08:16:28,08:18:17,08:22:51,08:25:26,08:26:49,08:29:00,,,,,,08:20:14,08:17:08,,08:22:00,,,08:14:00,,,08:19:00,08:20:54
113354111237583601,07:58:00,,07:54:15,07:45:17,07:46:28,07:48:17,07:52:51,07:55:26,07:56:49,07:59:00,,,,,,07:50:14,07:47:08,,07:52:00,,,07:44:00,,,07:49:00,07:50:54
113354112237583601,,07:19:19,,,,,,,,07:16:00,07:16:55,07:20:18,07:22:37,07:24:56,07:27:04,,,07:28:00,,07:21:00,07:30:00,,07:18:54,07:24:00,,
113354113237583601,09:36:00,,09:32:15,09:22:17,09:23:28,09:25:17,09:30:51,09:33:26,09:34:49,09:37:00,,,,,,09:27:39,09:24:08,,09:30:00,,,09:21:00,,,09:26:00,09:28:32
113354114237583601,07:28:00,,07:24:15,07:15:17,07:16:28,07:18:17,07:22:51,07:25:26,07:26:49,07:29:00,,,,,,07:20:14,07:17:08,,07:22:00,,,07:14:00,,,07:19:00,07:20:54
113354115237583601,,07:49:19,,,,,,,,07:46:00,07:46:55,07:50:18,07:52:37,07:54:56,07:57:04,,,07:58:00,,07:51:00,08:00:00,,07:48:54,07:54:00,,
113354116237583601,06:58:00,,06:54:15,06:45:17,06:46:28,06:48:17,06:52:51,06:55:26,06:56:49,06:59:00,,,,,,06:50:14,06:47:08,,06:52:00,,,06:44:00,,,06:49:00,06:50:54
113354117237583601,,,,23:45:17,23:46:28,23:48:17,,,,,,,,,,,23:47:08,,,,,23:44:00,,,23:49:00,
113354118237583601,,,,,,,,,,,,,,06:02:56,06:05:04,,,06:06:00,,,06:08:00,,,06:02:00,,
113354120237583601,,,,,,,,,,,,,,09:07:56,09:10:04,,,09:11:00,,,09:13:00,,,09:07:00,,
113354121237583601,,,,22:27:17,22:28:28,22:30:17,,,,,,,,,,,22:29:08,,,,,22:26:00,,,22:31:00,
113354122237583601,21:38:00,,21:34:15,21:25:17,21:26:28,21:28:17,21:32:51,21:35:26,21:36:49,21:39:00,,,,,,21:30:14,21:27:08,,21:32:00,,,21:24:00,,,21:29:00,21:30:54
113354123237583601,20:57:00,,20:52:37,20:43:17,20:44:28,20:46:17,20:51:00,20:54:01,20:55:37,20:58:00,,,,,,20:48:14,20:45:08,,20:50:00,,,20:42:00,,,20:47:00,20:48:54
113354124237583601,19:37:00,,19:32:37,19:23:17,19:24:28,19:26:17,19:31:00,19:34:01,19:35:37,19:38:00,,,,,,19:28:14,19:25:08,,19:30:00,,,19:22:00,,,19:27:00,19:28:54
113354125237583601,,,,,,,,,,23:44:00,23:45:15,,,,,,,,,,,,23:48:00,,,
113354126237583601,,20:25:59,,,,,,,,20:22:00,20:23:05,20:27:10,20:30:09,20:32:56,20:35:04,,,20:36:00,,20:28:00,20:38:00,,20:25:29,20:32:00,,
113354127237583601,,23:08:19,,,,,,,,23:05:00,23:05:55,23:09:18,23:11:37,23:13:42,23:15:18,,,23:16:00,,23:10:00,23:18:00,,23:07:54,23:13:00,,
113354128237583601,23:38:00,,23:34:15,23:25:17,23:26:28,23:28:17,23:32:51,23:35:26,23:36:49,23:39:00,,,,,,23:30:14,23:27:08,,23:32:00,,,23:24:00,,,23:29:00,23:30:54
113354129237583601,17:37:00,,17:32:37,17:23:17,17:24:28,17:26:17,17:31:00,17:34:01,17:35:37,17:38:00,,,,,,17:28:14,17:25:08,,17:30:00,,,17:22:00,,,17:27:00,17:28:54
113354130237583601,,22:27:59,,,,,,,,22:24:00,22:25:05,22:29:10,22:31:37,22:33:42,22:35:18,,,22:36:00,,22:30:00,22:38:00,,22:27:29,22:33:00,,
113354131237583601,,21:47:59,,,,,,,,21:44:00,21:45:05,21:49:10,21:51:37,21:53:42,21:55:18,,,21:56:00,,21:50:00,21:58:00,,21:47:29,21:53:00,,
113354132237583601,22:18:00,,22:14:15,22:05:17,22:06:28,22:08:17,22:12:51,22:15:26,22:16:49,22:19:00,,,,,,22:10:14,22:07:08,,22:12:00,,,22:04:00,,,22:09:00,22:10:54
113354133237583601,22:58:00,,22:54:15,22:45:17,22:46:28,22:48:17,22:52:51,22:55:26,22:56:49,22:59:00,,,,,,22:50:14,22:47:08,,22:52:00,,,22:44:00,,,22:49:00,22:50:54
113354134237583601,,21:07:59,,,,,,,,21:04:00,21:05:05,21:09:10,21:11:37,21:13:42,21:15:18,,,21:16:00,,21:10:00,21:18:00,,21:07:29,21:13:00,,
113354135237583601,20:16:00,,20:11:37,20:02:17,20:03:28,20:05:17,20:10:00,20:13:01,20:14:37,20:17:00,,,,,,20:07:14,20:04:08,,20:09:00,,,20:01:00,,,20:06:00,20:07:54
113354136237583601,,19:47:59,,,,,,,,19:44:00,19:45:05,19:49:10,19:52:09,19:54:56,19:57:04,,,19:58:00,,19:50:00,20:00:00,,19:47:29,19:54:00,,
113354137237583601,,18:07:59,,,,,,,,18:04:00,18:05:05,18:09:10,18:12:41,18:15:56,18:18:04,,,18:19:00,,18:10:00,18:21:00,,18:07:29,18:15:00,,
113354138237583601,19:57:00,,19:52:37,19:43:17,19:44:28,19:46:17,19:51:00,19:54:01,19:55:37,19:58:00,,,,,,19:48:14,19:45:08,,19:50:00,,,19:42:00,,,19:47:00,19:48:54
113354139237583601,22:38:00,,22:34:15,22:25:17,22:26:28,22:28:17,22:32:51,22:35:26,22:36:49,22:39:00,,,,,,22:30:14,22:27:08,,22:32:00,,,22:24:00,,,22:29:00,22:30:54
113354140237583601,23:18:00,,23:14:15,23:05:17,23:06:28,23:08:17,23:12:51,23:15:26,23:16:49,23:19:00,,,,,,23:10:14,23:07:08,,23:12:00,,,23:04:00,,,23:09:00,23:10:54
113354141237583601,21:18:00,,21:14:15,21:05:17,21:06:28,21:08:17,21:12:51,21:15:26,21:16:49,21:19:00,,,,,,21:10:14,21:07:08,,21:12:00,,,21:04:00,,,21:09:00,21:10:54
113354142237583601,,20:45:59,,,,,,,,20:42:00,20:43:05,20:47:10,20:50:09,20:52:56,20:55:04,,,20:56:00,,20:48:00,20:58:00,,20:45:29,20:52:00,,
113354143237583601,17:57:00,,17:52:37,17:43:17,17:44:28,17:46:17,17:51:00,17:54:01,17:55:37,17:58:00,,,,,,17:48:14,17:45:08,,17:50:00,,,17:42:00,,,17:47:00,17:48:54
113354144237583601,,17:47:59,,,,,,,,17:44:00,17:45:05,17:49:10,17:52:41,17:55:56,17:58:04,,,17:59:00,,17:50:00,18:01:00,,17:47:29,17:55:00,,
113354145237583601,,18:47:59,,,,,,,,18:44:00,18:45:05,18:49:10,18:52:41,18:55:56,18:58:04,,,18:59:00,,18:50:00,19:01:00,,18:47:29,18:55:00,,
113354146237583601,,21:27:59,,,,,,,,21:24:00,21:25:05,21:29:10,21:31:37,21:33:42,21:35:18,,,21:36:00,,21:30:00,21:38:00,,21:27:29,21:33:00,,
113354147237583601,18:37:00,,18:32:37,18:23:17,18:24:28,18:26:17,18:31:00,18:34:01,18:35:37,18:38:00,,,,,,18:28:14,18:25:08,,18:30:00,,,18:22:00,,,18:27:00,18:28:54
113354148237583601,,17:08:59,,,,,,,,17:05:00,17:06:05,17:10:10,17:13:41,17:16:56,17:19:04,,,17:20:00,,17:11:00,17:22:00,,17:08:29,17:16:00,,
113354149237583601,,22:07:59,,,,,,,,22:04:00,22:05:05,22:09:10,22:11:37,22:13:42,22:15:18,,,22:16:00,,22:10:00,22:18:00,,22:07:29,22:13:00,,
113354150237583601,18:57:00,,18:52:37,18:43:17,18:44:28,18:46:17,18:51:00,18:54:01,18:55:37,18:58:00,,,,,,18:48:14,18:45:08,,18:50:00,,,18:42:00,,,18:47:00,18:48:54
113354151237583601,20:36:00,,20:31:37,20:22:17,20:23:28,20:25:17,20:30:00,20:33:01,20:34:37,20:37:00,,,,,,20:27:14,20:24:08,,20:29:00,,,20:21:00,,,20:26:00,20:27:54
113354152237583601,21:58:00,,21:54:15,21:45:17,21:46:28,21:48:17,21:52:51,21:55:26,21:56:49,21:59:00,,,,,,21:50:14,21:47:08,,21:52:00,,,21:44:00,,,21:49:00,21:50:54
113354153237583601,,19:08:59,,,,,,,,19:05:00,19:06:05,19:10:10,19:13:09,19:15:56,19:18:04,,,19:19:00,,19:11:00,19:21:00,,19:08:29,19:15:00,,
113354154237583601,,20:06:59,,,,,,,,20:03:00,20:04:05,20:08:10,20:11:09,20:13:56,20:16:04,,,20:17:00,,20:09:00,20:19:00,,20:06:29,20:13:00,,
113354155237583601,,22:47:59,,,,,,,,22:44:00,22:45:05,22:49:10,22:51:37,22:53:42,22:55:18,,,22:56:00,,22:50:00,22:58:00,,22:47:29,22:53:00,,
113354156237583601,,23:28:19,,,,,,,,23:25:00,23:25:55,23:29:18,23:31:37,23:33:42,23:35:18,,,23:36:00,,23:30:00,23:38:00,,23:27:54,23:33:00,,
113354157237583601,15:39:00,,15:34:37,15:24:17,15:25:28,15:27:17,15:33:00,15:36:01,15:37:37,15:40:00,,,,,,15:29:39,15:26:08,,15:32:00,,,15:23:00,,,15:28:00,15:30:32
113354158237583601,15:59:00,,15:54:37,15:44:17,15:45:28,15:47:17,15:53:00,15:56:01,15:57:37,16:00:00,,,,,,15:49:39,15:46:08,,15:52:00,,,15:43:00,,,15:48:00,15:50:32
113354159237583601,,15:09:59,,,,,,,,15:06:00,15:07:05,15:11:10,15:14:09,15:16:56,15:19:04,,,15:20:00,,15:12:00,15:22:00,,15:09:29,15:16:00,,
113354160237583601,18:17:00,,18:12:37,18:03:17,18:04:28,18:06:17,18:11:00,18:14:01,18:15:37,18:18:00,,,,,,18:08:14,18:05:08,,18:10:00,,,18:02:00,,,18:07:00,18:08:54
113354161237583601,16:58:00,,16:53:37,16:43:17,16:44:28,16:46:17,16:52:00,16:55:01,16:56:37,16:59:00,,,,,,16:48:39,16:45:08,,16:51:00,,,16:42:00,,,16:47:00,16:49:32
113354162237583601,15:21:00,,15:16:37,15:06:17,15:07:28,15:09:17,15:15:00,15:18:01,15:19:37,15:22:00,,,,,,15:11:39,15:08:08,,15:14:00,,,15:05:00,,,15:10:00,15:12:32
113354163237583601,,14:26:59,,,,,,,,14:23:00,14:24:05,14:28:10,14:31:09,14:33:56,14:36:04,,,14:37:00,,14:29:00,14:39:00,,14:26:29,14:33:00,,
113354164237583601,,14:48:59,,,,,,,,14:45:00,14:46:05,14:50:10,14:53:09,14:55:56,14:58:04,,,14:59:00,,14:51:00,15:01:00,,14:48:29,14:55:00,,
113354165237583601,,13:26:59,,,,,,,,13:23:00,13:24:05,13:28:10,13:31:09,13:33:56,13:36:04,,,13:37:00,,13:29:00,13:39:00,,13:26:29,13:33:00,,
113354166237583601,,16:29:59,,,,,,,,16:26:00,16:27:05,16:31:10,16:34:41,16:37:56,16:40:04,,,16:41:00,,16:32:00,16:43:00,,16:29:29,16:37:00,,
113354167237583601,16:19:00,,16:14:37,16:04:17,16:05:28,16:07:17,16:13:00,16:16:01,16:17:37,16:20:00,,,,,,16:09:39,16:06:08,,16:12:00,,,16:03:00,,,16:08:00,16:10:32
113354168237583601,,15:49:59,,,,,,,,15:46:00,15:47:05,15:51:10,15:54:09,15:56:56,15:59:04,,,16:00:00,,15:52:00,16:02:00,,15:49:29,15:56:00,,
113354169237583601,15:00:00,,14:55:37,14:45:17,14:46:28,14:48:17,14:54:00,14:57:01,14:58:37,15:01:00,,,,,,14:50:39,14:47:08,,14:53:00,,,14:44:00,,,14:49:00,14:51:32
113354170237583601,13:35:00,,13:30:37,13:20:17,13:21:28,13:23:17,13:29:00,13:32:01,13:33:37,13:36:00,,,,,,13:25:39,13:22:08,,13:28:00,,,13:19:00,,,13:24:00,13:26:32
113354171237583601,,13:44:59,,,,,,,,13:41:00,13:42:05,13:46:10,13:49:09,13:51:56,13:54:04,,,13:55:00,,13:47:00,13:57:00,,13:44:29,13:51:00,,
113354172237583601,14:17:00,,14:12:37,14:02:17,14:03:28,14:05:17,14:11:00,14:14:01,14:15:37,14:18:00,,,,,,14:07:39,14:04:08,,14:10:00,,,14:01:00,,,14:06:00,14:08:32
113354173237583601,17:17:00,,17:12:37,17:03:17,17:04:28,17:06:17,17:11:00,17:14:01,17:15:37,17:18:00,,,,,,17:08:14,17:05:08,,17:10:00,,,17:02:00,,,17:07:00,17:08:54
113354174237583601,16:39:00,,16:34:37,16:24:17,16:25:28,16:27:17,16:33:00,16:36:01,16:37:37,16:40:00,,,,,,16:29:39,16:26:08,,16:32:00,,,16:23:00,,,16:28:00,16:30:32
113354175237583601,19:17:00,,19:12:37,19:03:17,19:04:28,19:06:17,19:11:00,19:14:01,19:15:37,19:18:00,,,,,,19:08:14,19:05:08,,19:10:00,,,19:02:00,,,19:07:00,19:08:54
113354176237583601,13:56:00,,13:51:37,13:41:17,13:42:28,13:44:17,13:50:00,13:53:01,13:54:37,13:57:00,,,,,,13:46:39,13:43:08,,13:49:00,,,13:40:00,,,13:45:00,13:47:32
113354177237583601,14:39:00,,14:34:37,14:24:17,14:25:28,14:27:17,14:33:00,14:36:01,14:37:37,14:40:00,,,,,,14:29:39,14:26:08,,14:32:00,,,14:23:00,,,14:28:00,14:30:32
113354178237583601,,14:05:59,,,,,,,,14:02:00,14:03:05,14:07:10,14:10:09,14:12:56,14:15:04,,,14:16:00,,14:08:00,14:18:00,,14:05:29,14:12:00,,
113354179237583601,,15:30:59,,,,,,,,15:27:00,15:28:05,15:32:10,15:35:09,15:37:56,15:40:04,,,15:41:00,,15:33:00,15:43:00,,15:30:29,15:37:00,,
113354180237583601,,16:09:59,,,,,,,,16:06:00,16:07:05,16:11:10,16:14:09,16:16:56,16:19:04,,,16:20:00,,16:12:00,16:22:00,,16:09:29,16:16:00,,
113354181237583601,,16:49:59,,,,,,,,16:46:00,16:47:05,16:51:10,16:54:41,16:57:56,17:00:04,,,17:01:00,,16:52:00,17:03:00,,16:49:29,16:57:00,,
113354182237583601,,17:27:59,,,,,,,,17:24:00,17:25:05,17:29:10,17:32:41,17:35:56,17:38:04,,,17:39:00,,17:30:00,17:41:00,,17:27:29,17:35:00,,
113354183237583601,,18:27:59,,,,,,,,18:24:00,18:25:05,18:29:10,18:32:41,18:35:56,18:38:04,,,18:39:00,,18:30:00,18:41:00,,18:27:29,18:35:00,,
113354391237586501,,11:02:59,,,,,,,,10:59:00,11:00:05,11:04:10,11:07:09,11:09:56,11:12:04,,,11:13:00,,11:05:00,11:15:00,,11:02:29,11:09:00,,
113354392237586501,,,,,,,,,,23:44:00,23:45:15,,,,,,,,,,,,23:48:00,,,
113354393237586501,13:53:00,,13:48:37,13:37:32,13:38:58,13:41:09,13:47:00,13:50:01,13:51:37,13:54:00,,,,,,13:43:39,13:39:46,,13:46:00,,,13:36:00,,,13:42:00,13:44:32
113354394237586501,,13:18:59,,,,,,,,13:15:00,13:16:05,13:20:10,13:23:09,13:26:10,13:28:50,,,13:30:00,,13:21:00,13:32:00,,13:18:29,13:25:00,,
113354395237586501,,09:02:59,,,,,,,,08:59:00,09:00:05,09:04:10,09:06:37,09:08:56,09:11:04,,,09:12:00,,09:05:00,09:14:00,,09:02:29,09:08:00,,
113354396237586501,,18:50:59,,,,,,,,18:47:00,18:48:05,18:52:10,18:55:09,18:57:56,19:00:04,,,19:01:00,,18:53:00,19:03:00,,18:50:29,18:57:00,,
113354397237586501,09:47:00,,09:43:15,09:34:17,09:35:28,09:37:17,09:41:51,09:44:26,09:45:49,09:48:00,,,,,,09:39:14,09:36:08,,09:41:00,,,09:33:00,,,09:38:00,09:39:54
113354398237586501,,14:02:59,,,,,,,,13:59:00,14:00:05,14:04:10,14:07:09,14:10:10,14:12:50,,,14:14:00,,14:05:00,14:16:00,,14:02:29,14:09:00,,
113354399237586501,,15:04:59,,,,,,,,15:01:00,15:02:05,15:06:10,15:09:09,15:12:10,15:14:50,,,15:16:00,,15:07:00,15:18:00,,15:04:29,15:11:00,,
113354400237586501,,12:32:59,,,,,,,,12:29:00,12:30:05,12:34:10,12:37:09,12:39:56,12:42:04,,,12:43:00,,12:35:00,12:45:00,,12:32:29,12:39:00,,
113354401237586501,10:37:00,,10:33:15,10:23:17,10:24:28,10:26:17,10:31:51,10:34:26,10:35:49,10:38:00,,,,,,10:28:39,10:25:08,,10:31:00,,,10:22:00,,,10:27:00,10:29:32
113354402237586501,,16:12:39,,,,,,,,16:08:00,16:09:16,16:14:02,16:17:09,16:19:56,16:22:04,,,16:23:00,,16:15:00,16:25:00,,16:12:04,16:19:00,,
113354404237586501,12:39:00,,12:34:37,12:24:17,12:25:28,12:27:17,12:33:00,12:36:01,12:37:37,12:40:00,,,,,,12:29:39,12:26:08,,12:32:00,,,12:23:00,,,12:28:00,12:30:32
