gid,code_ligne,variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,geom
3382,008t,2,10,2014,PARC SENY,SENY-PARK,Parc Seny,Seny-park,154118.000000,166432.000000,T,8,LOUISE,01010000000000000030D002410000000000510441
3383,008t,2,11,2026,TENREUKEN,TENREUKEN,Tenreuken,Tenreuken,154061.000000,166046.000000,T,8,LOUISE,01010000000000000068CE024100000000F0440441
3384,008t,2,12,5430,FAUCONNERIE,VALKERIJ,Fauconnerie,Valkerij,153779.000000,165607.000000,T,8,LOUISE,01010000000000000098C502410000000038370441
3385,008t,2,13,5452,WIENER,WIENER,Wiener,Wiener,153490.000000,165299.000000,T,8,LOUISE,01010000000000000090BC024100000000982D0441
3386,008t,2,14,5453,DELLEUR,DELLEUR,Delleur,Delleur,153116.000000,165024.000000,T,8,LOUISE,010100000000000000E0B002410000000000250441
3387,008t,2,15,5454F,BOITSFORT GARE,BOSVOORDE STATION,Boitsfort Gare,Bosvoorde Station,152707.000000,165013.000000,T,8,LOUISE,01010000000000000018A4024100000000A8240441
3388,008t,2,16,5455,COCCINELLES,LIEVEHEERSB.,Coccinelles,Lieveheersbeestjes,152218.000000,165122.000000,T,8,LOUISE,010100000000000000D09402410000000010280441
3389,008t,2,17,5456,HIPPOD. BOITSFORT,RENBAAN BOSVOORDE,Hippodrome de Boitsfort,Renbaan van Bosvoorde,151996.000000,165173.000000,T,8,LOUISE,010100000000000000E08D024100000000A8290441
3390,008t,2,18,5451F,BOONDAEL GARE,BOONDAAL STATION,Boondael Gare,Boondaal Station,151710.000000,165665.000000,T,8,LOUISE,010100000000000000F08402410000000008390441
3391,008t,2,19,5459F,BRESIL,BRAZILIE,Brésil,Brazilië,151525.000000,165823.000000,T,8,LOUISE,010100000000000000287F024100000000F83D0441
3392,008t,2,20,5460F,MARIE-JOSE,MARIE-JOSE,Marie-José,Marie-José,151334.000000,166245.000000,T,8,LOUISE,0101000000000000003079024100000000284B0441
3393,008t,2,21,5461F,SOLBOSCH,SOLBOS,Solbosch,Solbos,151204.000000,166710.000000,T,8,LOUISE,0101000000000000002075024100000000B0590441
3394,008t,2,22,5462F,ULB,ULB,ULB,ULB,151098.000000,167024.000000,T,8,LOUISE,010100000000000000D07102410000000080630441
3395,008t,2,23,5468,JEANNE,JOHANNA,Jeanne,Johanna,151044.000000,167229.000000,T,8,LOUISE,0101000000000000002070024100000000E8690441
3396,008t,2,24,3481,BUYL,BUYL,Buyl,Buyl,150695.000000,167442.600000,T,8,LOUISE,01010000000000000038650241CDCCCCCC94700441
3397,008t,2,25,5208,CAMBRE-ETOILE,TER KAMEREN-STER,Cambre-Étoile,Ter Kameren-Ster,150532.000000,167326.000000,T,8,LOUISE,0101000000000000002060024100000000F06C0441
3398,008t,2,26,1046G,LEGRAND,LEGRAND,Legrand,Legrand,150216.000000,167323.000000,T,8,LOUISE,0101000000000000004056024100000000D86C0441
3399,008t,2,27,5466,ABBAYE,ABDIJ,Abbaye,Abdij,150124.000000,167711.000000,T,8,LOUISE,0101000000000000006053024100000000F8780441
3400,008t,2,28,5467,VLEURGAT,VLEURGAT,Vleurgat,Vleurgat,149876.300000,168186.500000,T,8,LOUISE,010100000066666666A24B024100000000D4870441
3401,008t,2,29,5475,BAILLI,BALJUW,Bailli,Baljuw,149620.000000,168578.000000,T,8,LOUISE,010100000000000000A04302410000000010940441
3402,008t,2,30,5469,DEFACQZ,DEFACQZ,Defacqz,Defacqz,149492.000000,168777.000000,T,8,LOUISE,010100000000000000A03F024100000000489A0441
3403,008t,2,31,5470,STEPHANIE,STEFANIA,Stéphanie,Stefania,149218.000000,169196.000000,T,8,LOUISE,010100000000000000103702410000000060A70441
3404,008t,2,32,6361,LOUISE,LOUIZA,Louise,Louiza,149034.000000,169497.000000,T,8,LOUISE,0101000000000000005031024100000000C8B00441
3405,009t,1,1,0470F,SIMONIS,SIMONIS,Simonis,Simonis,147244.500000,172587.600000,T,9,ARBRE BALLON,01010000000000000064F90141CDCCCCCC5C110541
3406,009t,1,2,6864F,BROUSTIN,BROUSTIN,Broustin,Broustin,147016.100000,173104.200000,T,9,ARBRE BALLON,0101000000CDCCCCCC40F201419A99999981210541
3407,009t,1,3,6865F,MIROIR,SPIEGEL,Miroir,Spiegel,146879.300000,173428.300000,T,9,ARBRE BALLON,010100000066666666FAED014166666666A22B0541
3408,009t,1,4,1675F,BRUXELLOIS,BRUSSELAARS,Bruxellois,Brusselaars,146748.800000,173735.400000,T,9,ARBRE BALLON,010100000066666666E6E90141333333333B350541
3409,009t,1,5,1677F,SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146449.000000,173993.000000,T,9,ARBRE BALLON,01010000000000000088E0014100000000483D0541
3410,009t,1,6,1679F,EXPOSITION,TENTOONSTELLING,Exposition,Tentoonstelling,146284.000000,174412.000000,T,9,ARBRE BALLON,01010000000000000060DB014100000000604A0541
3411,009t,1,7,1681F,ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146307.700000,175013.900000,T,9,ARBRE BALLON,01010000009A9999991DDC0141333333332F5D0541
3412,009t,1,8,1683F,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145959.800000,175145.400000,T,9,ARBRE BALLON,0101000000666666663ED10141333333334B610541
3413,009t,1,9,1685F,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.000000,175527.000000,T,9,ARBRE BALLON,01010000000000000088CC014100000000386D0541
3414,009t,1,10,1687F,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146222.200000,175851.100000,T,9,ARBRE BALLON,01010000009A99999971D90141CDCCCCCC58770541
3415,009t,2,1,1686F,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146074.600000,175843.000000,T,9,SIMONIS,0101000000CDCCCCCCD4D401410000000018770541
3416,009t,2,2,1684F,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145825.400000,175462.100000,T,9,SIMONIS,0101000000333333330BCD0141CDCCCCCC306B0541
3417,009t,2,3,1682F,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145983.200000,175110.700000,T,9,SIMONIS,01010000009A999999F9D101419A99999935600541
3418,009t,2,4,1680F,ANCIENNE BARRIERE,OUDE AFSPANNING,Ancienne Barrière,Oude Afspanning,146348.300000,175000.800000,T,9,SIMONIS,01010000006666666662DD014166666666C65C0541
3419,009t,2,5,1678F,EXPOSITION,TENTOONSTELLING,Exposition,Tentoonstelling,146284.500000,174368.400000,T,9,SIMONIS,01010000000000000064DB01413333333303490541
3420,009t,2,6,1676F,SQ. DU CENTENAIRE,EEUWFEESTSQUARE,Square du Centenaire,Eeuwfeestsquare,146477.300000,173960.000000,T,9,SIMONIS,0101000000666666666AE1014100000000403C0541
3421,009t,2,7,1674F,BRUXELLOIS,BRUSSELAARS,Bruxellois,Brusselaars,146761.200000,173690.900000,T,9,SIMONIS,01010000009A99999949EA014133333333D7330541
3422,009t,2,8,1014F,MIROIR,SPIEGEL,Miroir,Spiegel,146890.500000,173386.600000,T,9,SIMONIS,01010000000000000054EE0141CDCCCCCC542A0541
3423,009t,2,9,6805F,BROUSTIN,BROUSTIN,Broustin,Broustin,147030.000000,173060.000000,T,9,SIMONIS,010100000000000000B0F201410000000020200541
3424,009t,2,10,0473F,SIMONIS,SIMONIS,Simonis,Simonis,147274.000000,172560.000000,T,9,SIMONIS,01010000000000000050FA01410000000080100541
3425,019t,1,1,5104F,GROOT-BIJGAARDEN,GROOT-BIJGAARDEN,Groot-Bijgaarden,Groot-Bijgaarden,143429.400000,172979.700000,T,19,DE WAND,0101000000333333332B8201419A9999999D1D0541
3426,019t,1,2,5103,HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143875.000000,172956.000000,T,19,DE WAND,0101000000000000001890014100000000E01C0541
3427,019t,1,3,5102F,AZUR,AZUUR,Azur,Azuur,144265.000000,172922.000000,T,19,DE WAND,010100000000000000489C014100000000D01B0541
3428,019t,1,4,5105F,VEREMAN,VEREMAN,Vereman,Vereman,144637.000000,172774.000000,T,19,DE WAND,010100000000000000E8A701410000000030170541
3429,019t,1,5,1306F,SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144955.000000,172673.000000,T,19,DE WAND,010100000000000000D8B101410000000008140541
3430,019t,1,6,1094F,VALIDA,VALIDA,Valida,Valida,145404.000000,172881.000000,T,19,DE WAND,010100000000000000E0BF014100000000881A0541
3431,019t,1,7,1064,GOFFIN,GOFFIN,Goffin,Goffin,145874.200000,172945.900000,T,19,DE WAND,01010000009A99999991CE0141333333338F1C0541
3432,019t,1,8,1111,COLLEGE S.-COEUR,H. HARTCOLLEGE,Collège Sacré-Cœur,Heilig Hartcollege,146208.000000,172923.000000,T,19,DE WAND,01010000000000000000D9014100000000D81B0541
3433,019t,1,9,5108,BOSSAERT-BASILIQ.,BOSSAERT-BASILIEK,Bossaert-Basilique,Bossaert-Basiliek,146484.000000,172784.000000,T,19,DE WAND,010100000000000000A0E101410000000080170541
3434,019t,1,10,5109,BESME,BESME,Besme,Besme,146940.000000,172568.000000,T,19,DE WAND,010100000000000000E0EF014100000000C0100541
3435,019t,1,11,0471,SIMONIS,SIMONIS,Simonis,Simonis,147218.000000,172595.000000,T,19,DE WAND,01010000000000000090F801410000000098110541
3436,019t,1,12,6864F,BROUSTIN,BROUSTIN,Broustin,Broustin,147016.100000,173104.200000,T,19,DE WAND,0101000000CDCCCCCC40F201419A99999981210541
3437,019t,1,13,6865F,MIROIR,SPIEGEL,Miroir,Spiegel,146879.300000,173428.300000,T,19,DE WAND,010100000066666666FAED014166666666A22B0541
3438,019t,1,14,6866F,PLACE R. ASTRID,KONINGIN ASTRIDPL,Place Reine Astrid,Koningin Astridplein,146993.700000,173696.200000,T,19,DE WAND,01010000009A9999998DF101419A99999901340541
3439,019t,1,15,6867F,LENOIR,LENOIR,Lenoir,Lenoir,147138.000000,174022.000000,T,19,DE WAND,01010000000000000010F6014100000000303E0541
3440,019t,1,16,6869G,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147305.900000,174418.900000,T,19,DE WAND,0101000000333333334FFB014133333333974A0541
3441,019t,1,17,2805F,CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147534.000000,174327.000000,T,19,DE WAND,0101000000000000007002024100000000B8470541
3442,019t,1,18,5081F,GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147668.000000,174695.000000,T,19,DE WAND,010100000000000000A00602410000000038530541
3443,019t,1,19,5082,ERNEST SALU,ERNEST SALU,Ernest Salu,Ernest Salu,147905.000000,174930.000000,T,19,DE WAND,010100000000000000080E024100000000905A0541
3444,019t,1,20,4958F,STUYVENBERGH,STUYVENBERGH,Stuyvenbergh,Stuyvenbergh,148151.000000,175115.000000,T,19,DE WAND,010100000000000000B81502410000000058600541
3445,019t,1,21,2636F,SAINT-LAMBERT,SINT-LAMBERTUS,Saint-Lambert,Sint-Lambertus,148403.000000,175613.000000,T,19,DE WAND,010100000000000000981D024100000000E86F0541
3446,019t,1,22,5086F,DE WAND,DE WAND,De Wand,De Wand,149067.000000,176104.000000,T,19,DE WAND,0101000000000000005832024100000000407F0541
3447,019t,2,1,5001F,DE WAND,DE WAND,De Wand,De Wand,149035.200000,176102.400000,T,19,GROOT-BIJGAARDEN,01010000009A9999995931024133333333337F0541
3448,019t,2,2,2637F,SAINT-LAMBERT,SINT-LAMBERTUS,Saint-Lambert,Sint-Lambertus,148331.000000,175509.000000,T,19,GROOT-BIJGAARDEN,010100000000000000581B024100000000A86C0541
3449,019t,2,3,4955F,STUYVENBERGH,STUYVENBERGH,Stuyvenbergh,Stuyvenbergh,148125.000000,175102.000000,T,19,GROOT-BIJGAARDEN,010100000000000000E814024100000000F05F0541
3450,019t,2,4,5003,ERNEST SALU,ERNEST SALU,Ernest Salu,Ernest Salu,147821.000000,174876.000000,T,19,GROOT-BIJGAARDEN,010100000000000000680B024100000000E0580541
3451,019t,2,5,5010,GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147661.000000,174648.000000,T,19,GROOT-BIJGAARDEN,0101000000000000006806024100000000C0510541
3452,019t,2,6,2869,CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147589.000000,174371.000000,T,19,GROOT-BIJGAARDEN,010100000000000000280402410000000018490541
3453,019t,2,7,6800F,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147279.000000,174431.000000,T,19,GROOT-BIJGAARDEN,01010000000000000078FA014100000000F84A0541
3454,019t,2,8,6803F,LENOIR,LENOIR,Lenoir,Lenoir,147141.000000,174045.000000,T,19,GROOT-BIJGAARDEN,01010000000000000028F6014100000000E83E0541
3455,019t,2,9,6804F,PLACE R. ASTRID,KONINGIN ASTRIDPL,Place Reine Astrid,Koningin Astridplein,146970.000000,173658.000000,T,19,GROOT-BIJGAARDEN,010100000000000000D0F0014100000000D0320541
3456,019t,2,10,1014F,MIROIR,SPIEGEL,Miroir,Spiegel,146890.500000,173386.600000,T,19,GROOT-BIJGAARDEN,01010000000000000054EE0141CDCCCCCC542A0541
3457,019t,2,11,6805F,BROUSTIN,BROUSTIN,Broustin,Broustin,147030.000000,173060.000000,T,19,GROOT-BIJGAARDEN,010100000000000000B0F201410000000020200541
3458,019t,2,12,0472,SIMONIS,SIMONIS,Simonis,Simonis,147203.000000,172574.000000,T,19,GROOT-BIJGAARDEN,01010000000000000018F8014100000000F0100541
3459,019t,2,13,5165,BESME,BESME,Besme,Besme,146878.000000,172613.000000,T,19,GROOT-BIJGAARDEN,010100000000000000F0ED01410000000028120541
3460,019t,2,14,5166,BOSSAERT-BASILIQ.,BOSSAERT-BASILIEK,Bossaert-Basilique,Bossaert-Basiliek,146455.700000,172798.900000,T,19,GROOT-BIJGAARDEN,01010000009A999999BDE0014133333333F7170541
3461,019t,2,15,5172F,COLLEGE S.-COEUR,H. HARTCOLLEGE,Collège Sacré-Cœur,Heilig Hartcollege,146109.000000,172972.000000,T,19,GROOT-BIJGAARDEN,010100000000000000E8D5014100000000601D0541
3462,019t,2,16,1199F,GOFFIN,GOFFIN,Goffin,Goffin,145746.000000,172941.000000,T,19,GROOT-BIJGAARDEN,01010000000000000090CA014100000000681C0541
3463,019t,2,17,1236F,VALIDA,VALIDA,Valida,Valida,145382.000000,172877.000000,T,19,GROOT-BIJGAARDEN,01010000000000000030BF014100000000681A0541
3464,019t,2,18,1307F,SCHWEITZER,SCHWEITZER,Schweitzer,Schweitzer,144929.000000,172667.000000,T,19,GROOT-BIJGAARDEN,01010000000000000008B1014100000000D8130541
3465,019t,2,19,5168F,VEREMAN,VEREMAN,Vereman,Vereman,144661.000000,172769.000000,T,19,GROOT-BIJGAARDEN,010100000000000000A8A801410000000008170541
3466,019t,2,20,5174F,AZUR,AZUUR,Azur,Azuur,144235.000000,172931.000000,T,19,GROOT-BIJGAARDEN,010100000000000000589B014100000000181C0541
3467,019t,2,21,5170,HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143845.000000,172966.000000,T,19,GROOT-BIJGAARDEN,010100000000000000288F014100000000301D0541
3468,019t,2,22,5169F,GROOT-BIJGAARDEN,GROOT-BIJGAARDEN,Groot-Bijgaarden,Groot-Bijgaarden,143385.500000,172978.700000,T,19,GROOT-BIJGAARDEN,010100000000000000CC8001419A999999951D0541
3469,025t,1,1,5451F,BOONDAEL GARE,BOONDAAL STATION,Boondael Gare,Boondaal Station,151710.000000,165665.000000,T,25,ROGIER,010100000000000000F08402410000000008390441
3470,025t,1,2,5459F,BRESIL,BRAZILIE,Brésil,Brazilië,151525.000000,165823.000000,T,25,ROGIER,010100000000000000287F024100000000F83D0441
3471,025t,1,3,5460F,MARIE-JOSE,MARIE-JOSE,Marie-José,Marie-José,151334.000000,166245.000000,T,25,ROGIER,0101000000000000003079024100000000284B0441
3472,025t,1,4,5461F,SOLBOSCH,SOLBOS,Solbosch,Solbos,151204.000000,166710.000000,T,25,ROGIER,0101000000000000002075024100000000B0590441
3474,025t,1,6,5468,JEANNE,JOHANNA,Jeanne,Johanna,151044.000000,167229.000000,T,25,ROGIER,0101000000000000002070024100000000E8690441
3475,025t,1,7,3480,BUYL,BUYL,Buyl,Buyl,150815.800000,167621.000000,T,25,ROGIER,010100000066666666FE6802410000000028760441
3476,025t,1,8,5264F,ROFFIAEN,ROFFIAEN,Roffiaen,Roffiaen,151021.100000,167729.300000,T,25,ROGIER,0101000000CDCCCCCC686F0241666666668A790441
3477,025t,1,9,5261,ETTERBEEK GARE,ETTERBEEK STATION,Etterbeek Gare,Etterbeek Station,151453.000000,167995.000000,T,25,ROGIER,010100000000000000E87C024100000000D8810441
3478,025t,1,10,5265F,VUB,VUB,VUB,VUB,151781.000000,168257.000000,T,25,ROGIER,0101000000000000002887024100000000088A0441
3479,025t,1,11,5267,ARSENAL,ARSENAAL,Arsenal,Arsenaal,152042.700000,168461.700000,T,25,ROGIER,01010000009A999999558F02419A9999996D900441
3480,025t,1,12,5352,PETILLON,PETILLON,Pétillon,Pétillon,152399.000000,168792.000000,T,25,ROGIER,010100000000000000789A024100000000C09A0441
3481,025t,1,13,0906,BOILEAU,BOILEAU,Boileau,Boileau,152593.000000,169250.000000,T,25,ROGIER,01010000000000000088A002410000000010A90441
3482,025t,1,14,0806,MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152724.000000,169683.000000,T,25,ROGIER,010100000000000000A0A402410000000098B60441
3483,025t,1,15,0816,GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152581.500000,170388.300000,T,25,ROGIER,0101000000000000002CA0024166666666A2CC0441
3484,025t,1,16,0826,DIAMANT,DIAMANT,Diamant,Diamant,152355.300000,170999.900000,T,25,ROGIER,0101000000666666661A99024133333333BFDF0441
3485,025t,1,17,2241G,MEISER,MEISER,Meiser,Meiser,151911.000000,171679.000000,T,25,ROGIER,010100000000000000388B024100000000F8F40441
3486,025t,1,18,6258,PATRIE,VADERLAND,Patrie,Vaderland,151569.000000,171816.000000,T,25,ROGIER,010100000000000000888002410000000040F90441
3487,025t,1,19,3308F,BIENFAITEURS,WELDOENERS,Bienfaiteurs,Weldoeners,151083.000000,171991.000000,T,25,ROGIER,0101000000000000005871024100000000B8FE0441
3488,025t,1,20,3309F,COTEAUX,WIJNHEUVELEN,Coteaux,Wijnheuvelen,150641.000000,172115.000000,T,25,ROGIER,010100000000000000886302410000000098020541
3489,025t,1,21,6419F,ROBIANO,ROBIANO,Robiano,Robiano,150139.000000,172288.000000,T,25,ROGIER,010100000000000000D85302410000000000080541
3490,025t,1,22,6260F,LEFRANCQ,LEFRANCQ,Lefrancq,Lefrancq,149932.000000,172360.000000,T,25,ROGIER,010100000000000000604D024100000000400A0541
3491,025t,1,23,2726F,LIEDTS,LIEDTS,Liedts,Liedts,149778.000000,172732.000000,T,25,ROGIER,0101000000000000009048024100000000E0150541
3492,025t,1,24,5714,THOMAS,THOMAS,Thomas,Thomas,149586.000000,172774.000000,T,25,ROGIER,010100000000000000904202410000000030170541
3493,025t,1,25,0521,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149380.000000,172194.000000,T,25,ROGIER,010100000000000000203C02410000000010050541
3494,025t,1,26,0539,ROGIER,ROGIER,Rogier,Rogier,149283.000000,171745.000000,T,25,ROGIER,010100000000000000183902410000000008F70441
3495,025t,2,1,0539,ROGIER,ROGIER,Rogier,Rogier,149283.000000,171745.000000,T,25,BOONDAEL GARE,010100000000000000183902410000000008F70441
3496,025t,2,2,0536,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149403.000000,172264.000000,T,25,BOONDAEL GARE,010100000000000000D83C02410000000040070541
3497,025t,2,3,5762,THOMAS,THOMAS,Thomas,Thomas,149703.000000,172812.000000,T,25,BOONDAEL GARE,010100000000000000384602410000000060180541
3498,025t,2,4,2720F,LIEDTS,LIEDTS,Liedts,Liedts,149800.000000,172671.000000,T,25,BOONDAEL GARE,0101000000000000004049024100000000F8130541
3499,025t,2,5,6201F,LEFRANCQ,LEFRANCQ,Lefrancq,Lefrancq,149976.300000,172335.300000,T,25,BOONDAEL GARE,010100000066666666C24E0241666666667A090541
3500,025t,2,6,6202,ROBIANO,ROBIANO,Robiano,Robiano,150181.000000,172267.000000,T,25,BOONDAEL GARE,010100000000000000285502410000000058070541
3501,025t,2,7,6203F,COTEAUX,WIJNHEUVELEN,Coteaux,Wijnheuvelen,150596.000000,172123.000000,T,25,BOONDAEL GARE,0101000000000000002062024100000000D8020541
3502,025t,2,8,3360F,BIENFAITEURS,WELDOENERS,Bienfaiteurs,Weldoeners,151106.000000,171921.000000,T,25,BOONDAEL GARE,010100000000000000107202410000000088FC0441
3503,025t,2,9,6204,PATRIE,VADERLAND,Patrie,Vaderland,151584.000000,171760.000000,T,25,BOONDAEL GARE,010100000000000000008102410000000080F70441
3504,025t,2,10,2242F,MEISER,MEISER,Meiser,Meiser,151990.000000,171648.000000,T,25,BOONDAEL GARE,010100000000000000B08D02410000000000F40441
3505,025t,2,11,2246F,MEISER,MEISER,Meiser,Meiser,152127.000000,171559.000000,T,25,BOONDAEL GARE,010100000000000000F89102410000000038F10441
3506,025t,2,12,0821,DIAMANT,DIAMANT,Diamant,Diamant,152371.500000,170948.300000,T,25,BOONDAEL GARE,0101000000000000009C9902416666666622DE0441
3507,025t,2,13,0811,GEORGES HENRI,GEORGES HENRI,Georges Henri,Georges Henri,152595.100000,170339.100000,T,25,BOONDAEL GARE,0101000000CDCCCCCC98A00241CDCCCCCC18CB0441
3508,025t,2,14,0801,MONTGOMERY,MONTGOMERY,Montgomery,Montgomery,152707.000000,169635.000000,T,25,BOONDAEL GARE,01010000000000000018A402410000000018B50441
3509,025t,2,15,0901,BOILEAU,BOILEAU,Boileau,Boileau,152566.700000,169171.300000,T,25,BOONDAEL GARE,01010000009A999999B59F0241666666669AA60441
3510,025t,2,16,5312,PETILLON,PETILLON,Pétillon,Pétillon,152365.000000,168764.000000,T,25,BOONDAEL GARE,0101000000000000006899024100000000E0990441
3511,025t,2,17,5311,ARSENAL,ARSENAAL,Arsenal,Arsenaal,152003.000000,168443.000000,T,25,BOONDAEL GARE,010100000000000000188E024100000000D88F0441
3512,025t,2,18,5266F,VUB,VUB,VUB,VUB,151744.000000,168234.000000,T,25,BOONDAEL GARE,010100000000000000008602410000000050890441
3513,025t,2,19,5205,ETTERBEEK GARE,ETTERBEEK STATION,Etterbeek Gare,Etterbeek Station,151414.000000,167973.000000,T,25,BOONDAEL GARE,010100000000000000B07B02410000000028810441
3514,025t,2,20,5200F,ROFFIAEN,ROFFIAEN,Roffiaen,Roffiaen,150909.000000,167694.000000,T,25,BOONDAEL GARE,010100000000000000E86B02410000000070780441
3515,025t,2,21,2397F,BUYL,BUYL,Buyl,Buyl,150840.000000,167445.000000,T,25,BOONDAEL GARE,010100000000000000C069024100000000A8700441
3516,025t,2,22,5407F,ULB,ULB,ULB,ULB,151083.000000,167069.000000,T,25,BOONDAEL GARE,0101000000000000005871024100000000E8640441
3517,025t,2,23,5413F,SOLBOSCH,SOLBOS,Solbosch,Solbos,151205.000000,166673.000000,T,25,BOONDAEL GARE,010100000000000000287502410000000088580441
3518,025t,2,24,5414F,MARIE-JOSE,MARIE-JOSE,Marie-José,Marie-José,151331.000000,166215.000000,T,25,BOONDAEL GARE,0101000000000000001879024100000000384A0441
3519,025t,2,25,5415F,BRESIL,BRAZILIE,Brésil,Brazilië,151539.000000,165797.900000,T,25,BOONDAEL GARE,010100000000000000987F0241333333332F3D0441
3520,025t,2,26,5416F,BOONDAEL GARE,BOONDAAL STATION,Boondael Gare,Boondaal Station,151741.000000,165635.000000,T,25,BOONDAEL GARE,010100000000000000E88502410000000018380441
3521,032t,1,1,5041F,DA VINCI,DA VINCI,Da Vinci,Da Vinci,153031.600000,174047.400000,T,32,DROGENBOS,0101000000CDCCCCCC3CAE024133333333FB3E0541
3522,032t,1,2,5361F,BORDET STATION,BORDET STATION,Bordet Station,Bordet Station,152890.000000,174233.000000,T,32,DROGENBOS,010100000000000000D0A9024100000000C8440541
3523,032t,1,3,2902,VAN CUTSEM,VAN CUTSEM,Van Cutsem,Van Cutsem,152701.000000,174406.000000,T,32,DROGENBOS,010100000000000000E8A3024100000000304A0541
3524,032t,1,4,2903F,FONSON,FONSON,Fonson,Fonson,152457.000000,174273.000000,T,32,DROGENBOS,010100000000000000489C02410000000008460541
3525,032t,1,5,5872,PAIX,VREDE,Paix,Vrede,152258.000000,174065.000000,T,32,DROGENBOS,0101000000000000001096024100000000883F0541
3526,032t,1,6,5802,TILLEUL,LINDE,Tilleul,Linde,151695.000000,173952.000000,T,32,DROGENBOS,0101000000000000007884024100000000003C0541
3527,032t,1,7,5803G,HELMET,HELMET,Helmet,Helmet,151279.000000,173673.000000,T,32,DROGENBOS,010100000000000000787702410000000048330541
3528,032t,1,8,5804G,FOYER SCHAERBEEK.,SCHAARBEEK. HAARD,Foyer Schaerbeekois,Schaarbeekse Haard,151099.100000,173475.500000,T,32,DROGENBOS,0101000000CDCCCCCCD8710241000000001C2D0541
3529,032t,1,9,5805,WAELHEM,WAELHEM,Waelhem,Waelhem,150940.000000,173309.000000,T,32,DROGENBOS,010100000000000000E06C024100000000E8270541
3530,032t,1,10,5710F,VERBOEKHOVEN,VERBOEKHOVEN,Verboekhoven,Verboekhoven,150460.000000,173446.000000,T,32,DROGENBOS,010100000000000000E05D024100000000302C0541
3531,032t,1,11,5711F,PAVILLON,PAVILJOEN,Pavillon,Paviljoen,150158.000000,173209.000000,T,32,DROGENBOS,0101000000000000007054024100000000C8240541
3532,032t,1,12,2876F,GALLAIT,GALLAIT,Gallait,Gallait,149999.000000,172917.000000,T,32,DROGENBOS,010100000000000000784F024100000000A81B0541
3533,032t,1,13,2726F,LIEDTS,LIEDTS,Liedts,Liedts,149778.000000,172732.000000,T,32,DROGENBOS,0101000000000000009048024100000000E0150541
3534,032t,1,14,5714,THOMAS,THOMAS,Thomas,Thomas,149586.000000,172774.000000,T,32,DROGENBOS,010100000000000000904202410000000030170541
3535,032t,1,15,0531,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149360.000000,172185.000000,T,32,DROGENBOS,010100000000000000803B024100000000C8040541
3536,032t,1,16,0511,ROGIER,ROGIER,Rogier,Rogier,149245.700000,171693.600000,T,32,DROGENBOS,01010000009A999999ED370241CDCCCCCC6CF50441
3537,032t,1,17,0501,DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148882.000000,171233.000000,T,32,DROGENBOS,010100000000000000902C02410000000008E70441
3538,032t,1,18,0601,BOURSE,BEURS,Bourse,Beurs,148607.000000,170819.000000,T,32,DROGENBOS,010100000000000000F82302410000000018DA0441
3539,032t,1,19,0611,ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148345.000000,170420.000000,T,32,DROGENBOS,010100000000000000C81B024100000000A0CD0441
3540,032t,1,20,0621,LEMONNIER,LEMONNIER,Lemonnier,Lemonnier,148048.000000,169964.000000,T,32,DROGENBOS,010100000000000000801202410000000060BF0441
3541,032t,1,21,0631,GARE DU MIDI,ZUIDSTATION,Gare du Midi,Zuidstation,147830.000000,169565.000000,T,32,DROGENBOS,010100000000000000B00B024100000000E8B20441
3542,032t,1,22,2539F,SUEDE,ZWEDEN,Suède,Zweden,147678.000000,169295.000000,T,32,DROGENBOS,010100000000000000F00602410000000078AA0441
